id, Harga_2019 
93," 14,598,700.00 "
94," 18,179,800.00 "
95," 34,428,300.00 "
96," 6,500,000.00 "
97," 10,500,000.00 "
98," 7,500,000.00 "
99," 11,834,763.00 "
100," 8,463,000.00 "
101," 1,350,000.00 "
102," 1,350,000.00 "
103," 4,850,000.00 "
104," 3,250,000.00 "
105," 6,352,500.00 "
106," 1,250,000.00 "
107," 3,450,000.00 "
108," 2,535,700.00 "
109," 1,315,667.00 "
110," 513,400.00 "
111," 5,718,500.00 "
112," 2,100,000.00 "
113," 47,112,000.00 "
114," 2,929,500.00 "
115," 28,000,000.00 "
116," 4,000,000.00 "
117," 8,000,000.00 "
118," 655,250,000.00 "
119," 522,137,000.00 "
120," 287,920,000.00 "
121," 276,272,727.00 "
122," 258,600,000.00 "
123," 1,102,000,000.00 "
124," 1,935,450,000.00 "
125," 740,053,000.00 "
126," 743,229,248.00 "
127," 661,767,000.00 "
128," 563,577,500.00 "
129," 675,428,000.00 "
130," 2,732,000,000.00 "
131," 840,000,000.00 "
132," 402,590,900.00 "
133," 306,153,000.00 "
134," 1,299,034,300.00 "
135," 376,781,818.00 "
136," 1,400,291,400.00 "
137," 443,198,000.00 "
138," 401,454,600.00 "
139," 10,093,816,364.00 "
140," 1,645,159,955.00 "
141," 187,740,000.00 "
142," 187,799,000.00 "
143," 210,681,818.00 "
144," 220,000.00 "
145," 417,109,091.00 "
146," 314,122,500.00 "
147," 660,890,909.00 "
148," 808,526,000.00 "
149," 808,526,000.00 "
150," 781,184,720.00 "
151," 763,555,500.00 "
152," 1,050,906,600.00 "
153," 226,015,636.00 "
154," 668,645,455.00 "
155," 1,392,999,105.00 "
156," 1,828,281,136.36 "
157," 1,359,898,000.00 "
158," 2,851,818,181.82 "
159," 1,776,000,000.00 "
160," 4,807,575,000.00 "
161," 8,550,190,000.00 "
162," 13,302,850,000.00 "
163," 26,947,272,700.00 "
164," 52,982,727,200.00 "
165," 25,192,728,000.00 "
166," 22,130,000,000.00 "
167," 21,043,000,000.00 "
168," 6,175,950,000.00 "
169," 8,550,190,000.00 "
170," 921,630,000.00 "
171," 1,100,000,000.00 "
172," 4,222,727,272.73 "
173," 484,682,500.00 "
174," 382,404,500.00 "
175," 959,422,400.00 "
176," 1,027,532,778.00 "
177," 250,000,000.00 "
178," 1,197,123,700.00 "
179," 1,141,049,063.00 "
180," 424,522,500.00 "
181," 227,132,182.00 "
182," 650,000,000.00 "
183," 627,164,727.00 "
184," 49,500,000.00 "
185," 452,000,000.00 "
186," 13,636,364.00 "
187," 30,843,000.00 "
188," 390,000,000.00 "
189," 9,211,500.00 "
190," 28,821,000.00 "
191," 58,000,000.00 "
192," 60,909,090.00 "
193," 43,011,864.00 "
194," 2,639,200.00 "
195," 579,600.00 "
196," 434,700.00 "
197," 509,000.00 "
198," 8,000,000.00 "
199," 120,000.00 "
200," 5,408,000.00 "
201," 11,250,000.00 "
202," 22,200,000.00 "
203," 34,332,000.00 "
204," 105,735,000.00 "
205," 43,100,000.00 "
206," 250,000,000.00 "
207," 232,638,000.00 "
208," 42,640,000.00 "
209," 181,000,000.00 "
210," 130,000,000.00 "
211," 1,420,000.00 "
212," 24,000,000.00 "
213," 24,220,000.00 "
214," 26,910,000.00 "
215," 25,381,590.00 "
216," 50,000,000.00 "
217," 53,500,000.00 "
218," 28,000,000.00 "
219," 100,000,000.00 "
220," 39,000,000.00 "
221," 40,000,000.00 "
222," 45,000,000.00 "
223," 47,000,000.00 "
224," 53,000,000.00 "
225," 90,000,000.00 "
226," 137,000,000.00 "
227," 1,250,000.00 "
228," 56,000,000.00 "
229," 998,000.00 "
230," 3,922,000.00 "
231," 93,130,000.00 "
232," 33,581,000.00 "
233," 1,269,467.00 "
234," 38,900.00 "
235," 1,138,500.00 "
236," 19,000.00 "
237," 1,016,100.00 "
238," 70,700.00 "
239," 2,540,000.00 "
240," 40,000.00 "
241," 1,056,000.00 "
242," 434,908.00 "
243," 17,083,000.00 "
244," 1,345,500.00 "
245," 197,000.00 "
246," 119,600.00 "
247," 950,000.00 "
248," 342,600.00 "
249," 1,180,000.00 "
250," 1,799,000.00 "
251," 7,555,000.00 "
252," 19,490,000.00 "
253," 662,000.00 "
254," 9,543,900.00 "
255," 3,576,800.00 "
256," 187,600.00 "
257," 89,800.00 "
258," 101,268.00 "
259," 1,459,000.00 "
260," 325,000.00 "
261," 5,050,000.00 "
262," 60,000.00 "
263," 4,900,800.00 "
264," 336,300.00 "
265," 1,070,400.00 "
266," 4,225,000.00 "
267," 70,000,000.00 "
268," 538,200.00 "
269," 177,000.00 "
270," 628,500.00 "
271," 196,000.00 "
272," 2,100,000.00 "
273," 748,926.00 "
274," 26,500.00 "
275," 60,250,000.00 "
276," 529,871,200.00 "
277," 580,000.00 "
278," 1,900,000.00 "
279," 1,310,000.00 "
280," 60,600.00 "
281," 75,000.00 "
282," 104,500.00 "
283," 24,193,100.00 "
284," 56,800.00 "
285," 468,900.00 "
286," 273,273.00 "
287," 81,845.00 "
288," 148,000.00 "
289," 200,000.00 "
290," 54,604.00 "
291," 280,000.00 "
292," 53,000.00 "
293," 280,500.00 "
294," 428,000.00 "
295," 117,750.00 "
296," 265,000.00 "
297," 265,000.00 "
298," 62,600.00 "
299," 1,934,108.00 "
300," 164,400.00 "
301," 164,400.00 "
302," 700,000.00 "
303," 700,000.00 "
304," 1,800,000.00 "
305," 1,404,000.00 "
306," 1,404,000.00 "
307," 1,062,100.00 "
308," 1,062,100.00 "
309," 14,500,000.00 "
310," 27,000,000.00 "
311," 13,600.00 "
312," 76,600.00 "
313," 53,400.00 "
314," 1,533,900.00 "
315," 23,008.00 "
316," 6,706,800.00 "
317," 18,700.00 "
318," 10,929,600.00 "
319," 12,350,000.00 "
320," 5,100.00 "
321," 1,980,000.00 "
322," 223,500.00 "
323," 910,000.00 "
324," 1,583,510.00 "
325," 2,800,000.00 "
326," 400,000.00 "
327," 7,542,100.00 "
328," 722,081.00 "
329," 99,000.00 "
330," 350,000.00 "
331," 172,800.00 "
332," 900,500.00 "
333," 125,000.00 "
334," 206,400.00 "
335," 80,000.00 "
336," 283,900.00 "
337," 20,600.00 "
338," 20,600.00 "
339," 45,500.00 "
340," 110,500.00 "
341," 1,750,000.00 "
342," 7,541,300.00 "
343," 464,700.00 "
344," 2,897,000.00 "
345," 170,800.00 "
346," 165,000.00 "
347," 27,500.00 "
348," 254,290,000.00 "
349," 1,951,000.00 "
350," 72,400.00 "
351," 495,000.00 "
352," 14,461,000.00 "
353," 7,679,700.00 "
354," 4,583,000.00 "
355," 4,085,000.00 "
356," 667,300.00 "
357," 862,500.00 "
358," 36,000.00 "
359," 45,000.00 "
360," 25,000.00 "
361," 145,000.00 "
362," 3,000,000.00 "
363," 1,424,500.00 "
364," 4,000,000.00 "
365," 1,670,000.00 "
366," 19,899,000.00 "
367," 1,377,000.00 "
368," 1,142,000.00 "
369," 1,150,000.00 "
370," 275,000.00 "
371," 300,000.00 "
372," 119,167.00 "
373," 55,000.00 "
374," 84,067.00 "
375," 480,000.00 "
376," 338,900.00 "
377," 1,095,300.00 "
378," 85,787,500.00 "
379," 2,691,000.00 "
380," 394,500.00 "
381," 3,400,000.00 "
382," 4,321,200.00 "
383," 5,140,000.00 "
384," 1,428,000.00 "
385," 18,975,700.00 "
386," 2,475,000.00 "
387," 26,400,000.00 "
388," 76,008,000.00 "
389," 80,850,000.00 "
390," 14,800,000.00 "
391," 2,500,000.00 "
392," 206,300.00 "
393," 4,100.00 "
394," 16,600.00 "
395," 49,800.00 "
396," 8,900.00 "
397," 30,100.00 "
398," 38,300.00 "
399," 1,841,300.00 "
400," 310,500.00 "
401," 466,000.00 "
402," 116,400.00 "
403," 500,000.00 "
404," 3,754,500.00 "
405," 4,657,500.00 "
406," 1,250,000.00 "
407," 1,467,600.00 "
408," 213,000,000.00 "
409," 880,000.00 "
410," 5,885,000.00 "
411," 5,000,000.00 "
412," 340,577,168.00 "
413," 750,000.00 "
414," 550,000,000.00 "
415," 10,937,500.00 "
416," 959,500.00 "
417," 27,486,250.00 "
418," 151,200.00 "
419," 4,593,000.00 "
420," 2,212,900.00 "
421," 1,499,000.00 "
422," 318,500,000.00 "
423," 27,945,000.00 "
424," 2,479,000.00 "
425," 1,200,000,000.00 "
426," 21,350,000.00 "
427," 1,200,000.00 "
428," 1,200,000.00 "
429," 7,715,000.00 "
430," 6,250,000.00 "
431," 2,750,000.00 "
432," 198,100,000.00 "
433," 189,000,000.00 "
434," 184,000,000.00 "
435," 204,000,000.00 "
436," 192,000,000.00 "
437," 83,000.00 "
438," 1,025,000.00 "
439," 1,100,000.00 "
440," 1,530,000.00 "
441," 6,100,000.00 "
442," 1,800,000.00 "
443," 9,000,000.00 "
444," 15,272,727.00 "
445," 1,651,073.00 "
446," 4,677,768.00 "
447," 5,090,909.09 "
448," 86,363,637.00 "
449," 20,375,000.00 "
450," 431,275,000.00 "
451," 179,756,500.00 "
452," 210,000,000.00 "
453," 250,000,000.00 "
454," 15,000,000.00 "
455," 41,000,000.00 "
456," 130,000,000.00 "
457," 108,000,000.00 "
458," 77,500,000.00 "
459," 1,299,000.00 "
460," 640,000.00 "
461," 640,000.00 "
462," 180,401,250.00 "
463," 3,350,000.00 "
464," 4,545,000.00 "
465," 5,140,000.00 "
466," 865,000.00 "
467," 285,000.00 "
468," 4,385,000.00 "
469," 7,270,000.00 "
470," 4,250,000.00 "
471," 105,000,000.00 "
472," 22,022,842.00 "
473," 10,268,500.00 "
474," 18,019,400.00 "
475," 30,311,800.00 "
476," 660,000.00 "
477," 15,500,000.00 "
478," 45,600,000.00 "
479," 95,800.00 "
480," 41,400.00 "
481," 127,900.00 "
482," 57,000.00 "
483," 20,700.00 "
484," 72,500.00 "
485," 8,300.00 "
486," 91,000.00 "
487," 13,900.00 "
488," 13,900.00 "
489," 879,700.00 "
490," 64,200.00 "
491," 68,500.00 "
492," 35,000.00 "
493," 500,000.00 "
494," 22,800.00 "
495," 15,500.00 "
496," 3,105,000.00 "
497," 20,651,000.00 "
498," 414,000.00 "
499," 1,656,000.00 "
500," 3,100,000.00 "
501," 12,000,000.00 "
502," 5,000,000.00 "
503," 2,145,000.00 "
504," 4,450,000.00 "
505," 31,000.00 "
506," 100,000.00 "
507," 75,600.00 "
508," 264,000.00 "
509," 41,400.00 "
510," 265,900,000.00 "
511," 1,800,000.00 "
512," 10,400.00 "
513," 83,900.00 "
514," 155,200.00 "
515," 195,500.00 "
516," 1,550,000.00 "
517," 755,000.00 "
518," 510,000.00 "
519," 2,000.00 "
520," 14,500.00 "
521," 180,000.00 "
522," 828,000.00 "
523," 119,000.00 "
524," 60,000.00 "
525," 25,000.00 "
526," 137,000.00 "
527," 10,000.00 "
528," 20,000.00 "
529," 25,000.00 "
530," 85,000.00 "
531, 100.00 
532," 50,000.00 "
533," 22,000.00 "
534," 27,000.00 "
535," 7,000.00 "
536," 10,100.00 "
537," 39,900.00 "
538," 32,000.00 "
539," 12,000.00 "
540," 15,000.00 "
541," 16,500.00 "
542," 20,000.00 "
543," 22,000.00 "
544," 25,000.00 "
545," 29,000.00 "
546," 45,000.00 "
547," 55,500.00 "
548," 120,000.00 "
549," 21,900.00 "
550," 21,900.00 "
551," 38,400.00 "
552," 41,500.00 "
553," 19,500.00 "
554," 2,898,000.00 "
555," 90,000.00 "
556," 10,507,400.00 "
557," 3,496,300.00 "
558," 120,000,000.00 "
559," 222,600.00 "
560," 80,800.00 "
561," 1,170,000.00 "
562," 207,000.00 "
563," 150,000.00 "
564," 51,700.00 "
565," 141,600.00 "
566," 171,900.00 "
567," 559,000.00 "
568," 50,000.00 "
569," 11,300,000.00 "
570," 11,300,000.00 "
571," 49,945,000.00 "
572," 49,945,000.00 "
573," 245,000.00 "
574," 45,000.00 "
575," 610,000.00 "
576," 700,000.00 "
577," 50,000,000.00 "
578," 500,000.00 "
579," 1,000,000.00 "
580," 69,345,000.00 "
581," 17,136,364.00 "
582," 500,000.00 "
583," 17,543,200.00 "
584," 24,500,000.00 "
585," 33,000,000.00 "
586," 16,560,000.00 "
587," 325,000.00 "
588," 99,500.00 "
589," 3,622,500.00 "
590," 2,587,500.00 "
591," 1,863,000.00 "
592," 14,000.00 "
593," 105,500.00 "
594," 1,000,000.00 "
595," 400,000.00 "
596," 1,266,800.00 "
597," 2,225,200.00 "
598," 173,000.00 "
599," 1,615,000.00 "
600," 3,467,200.00 "
601," 5,071,500.00 "
602," 1,707,700.00 "
603," 139,937,000.00 "
604," 20,900,000.00 "
605," 2,000,000.00 "
606," 2,455,000.00 "
607," 776,000.00 "
608," 3,155,000.00 "
609," 7,470,275.00 "
610," 8,967,609.00 "
611," 19,650,000.00 "
612," 12,518,182.00 "
613," 13,500,200.00 "
614," 1,138,500.00 "
615," 14,231,200.00 "
616," 3,550,000.00 "
617," 539,900.00 "
618," 5,100,000.00 "
619," 500,000.00 "
620," 2,380,500.00 "
621," 10,647,000.00 "
622," 2,358,000.00 "
623," 2,200,000.00 "
624," 2,422,000.00 "
625," 2,059,700.00 "
626," 24,477,700.00 "
627," 2,500,000.00 "
628," 1,023,600.00 "
629," 2,442,600.00 "
630," 6,100,000.00 "
631," 3,208,500.00 "
632," 34,993,200.00 "
633," 3,950,000.00 "
634," 17,500.00 "
635," 49,900.00 "
636," 49,900.00 "
637," 670,000.00 "
638," 19,100.00 "
639," 19,100.00 "
640," 17,100.00 "
641," 25,900.00 "
642," 128,700,000.00 "
643," 128,700,000.00 "
644," 338,000.00 "
645," 56,550,000.00 "
646," 56,550,000.00 "
647," 78,000,000.00 "
648," 78,000,000.00 "
649," 7,200.00 "
650," 31,755,000.00 "
651," 85,500.00 "
652," 6,355,459.00 "
653," 5,260,376.00 "
654," 12,650.00 "
655," 29,150.00 "
656," 42,350.00 "
657," 1,200,000.00 "
658," 1,642,100.00 "
659," 1,800,000.00 "
660," 20,000.00 "
661," 40,901,300.00 "
662," 162,800.00 "
663," 96,000,000.00 "
664," 2,645,000.00 "
665," 9,250,000.00 "
666," 1,500,000.00 "
667," 1,634,300.00 "
668," 4,700,000.00 "
669," 2,898,000.00 "
670," 1,256,667.00 "
671," 2,846,200.00 "
672," 3,173,800.00 "
673," 582,500.00 "
674," 32,000.00 "
675," 6,200,000.00 "
676," 29,500.00 "
677," 29,500.00 "
678," 156,000.00 "
679," 1,035,000.00 "
680," 7,700,000.00 "
681," 2,350,000.00 "
682," 110,000.00 "
683," 78,900.00 "
684," 78,900.00 "
685," 275,000.00 "
686," 330,000.00 "
687," 3,335,000.00 "
688," 24,830,700.00 "
689," 1,224,000.00 "
690," 30,000.00 "
691," 1,054,700.00 "
692," 1,267,900.00 "
693," 483,000.00 "
694," 302,400.00 "
695," 113,000.00 "
696," 15,600,000.00 "
697," 14,820,000.00 "
698," 6,500,000.00 "
699," 2,704,000.00 "
700," 8,060,000.00 "
701," 4,108,000.00 "
702," 35,190,000.00 "
703," 4,836,000.00 "
704," 9,350,000.00 "
705," 5,190,000.00 "
706," 600,300.00 "
707," 1,689,500.00 "
708," 2,314,500.00 "
709," 938,500.00 "
710," 7,064,500.00 "
711," 39,637,700.00 "
712," 1,100,100.00 "
713," 45,600.00 "
714," 14,600.00 "
715," 195,600.00 "
716," 195,600.00 "
717," 206,900.00 "
718," 2,900.00 "
719," 3,650.00 "
720," 3,650.00 "
721," 5,300.00 "
722," 5,300.00 "
723," 5,300.00 "
724," 18,600.00 "
725," 2,311,400.00 "
726," 119,100.00 "
727," 180,500,000.00 "
728," 180,500,000.00 "
729," 1,100,000.00 "
730," 1,100,000.00 "
731," 800,000.00 "
732," 800,000.00 "
733," 4,500,000.00 "
734," 4,500,000.00 "
735," 1,750,000.00 "
736," 1,750,000.00 "
737," 5,500,000.00 "
738," 5,500,000.00 "
739," 3,975,000.00 "
740," 3,975,000.00 "
741," 7,500,000.00 "
742," 7,500,000.00 "
743," 3,055,000.00 "
744," 500,000.00 "
745, 507.00 
746," 469,000,000.00 "
747," 22,000,000.00 "
748," 161,200.00 "
749," 133,000.00 "
750," 133,000.00 "
751," 68,900.00 "
752," 68,900.00 "
753," 68,900.00 "
754," 68,900.00 "
755," 300,500.00 "
756," 300,000.00 "
757," 327,000.00 "
758," 195,700.00 "
759," 15,670,227.00 "
760," 34,627,977.00 "
761," 20,291,327.00 "
762," 19,615,077.00 "
763," 202,000.00 "
764," 267,000.00 "
765," 960,000.00 "
766," 595,000.00 "
767," 9,315,000.00 "
768," 9,315,000.00 "
769," 2,700.00 "
770," 34,200.00 "
771," 41,600.00 "
772," 1,456,000.00 "
773," 572,000.00 "
774," 31,200.00 "
775," 74,800.00 "
776," 33,200.00 "
777," 33,700.00 "
778," 811,200.00 "
779," 306,800.00 "
780," 297,400.00 "
781," 88,400.00 "
782," 22,800.00 "
783," 347,300.00 "
784," 780,000.00 "
785," 769,600.00 "
786," 144,900.00 "
787," 117,300.00 "
788," 2,277,000.00 "
789," 8,000,000.00 "
790," 8,250,000.00 "
791," 3,459,000.00 "
792," 108,000.00 "
793," 4,200.00 "
794," 25,000.00 "
795," 100,000.00 "
796," 143,900.00 "
797," 45,000.00 "
798," 2,100,000.00 "
799," 60,000.00 "
800," 60,000.00 "
801," 1,450,000.00 "
802," 242,200.00 "
803," 150,000.00 "
804," 44,249,000.00 "
805," 3,933,000.00 "
806," 110,000.00 "
807," 1,138,500.00 "
808," 234,000.00 "
809," 10,752,000.00 "
810," 1,450,000.00 "
811," 3,000,000.00 "
812," 6,000,000.00 "
813," 1,200,000.00 "
814," 4,450,000.00 "
815," 56,100.00 "
816," 65,000.00 "
817," 250,000.00 "
818," 15,000.00 "
819," 6,000.00 "
820," 349,300.00 "
821," 87,975,000.00 "
822," 8,150,000.00 "
823," 1,574,000.00 "
824," 10,000.00 "
825," 117,100.00 "
826," 4,050,000.00 "
827," 3,750.00 "
828," 875,000.00 "
829," 875,000.00 "
830," 25,000.00 "
831," 120,000.00 "
832," 345,455.00 "
833," 135,000.00 "
834," 800,000.00 "
835," 205,000,000.00 "
836," 1,500,000.00 "
837," 55,000,000.00 "
838," 1,750,000.00 "
839," 10,000,000.00 "
840," 3,181,818.00 "
841," 1,000,000.00 "
842," 632,500.00 "
843," 260,000.00 "
844," 2,400,000.00 "
845," 2,400,000.00 "
846," 300,000.00 "
847," 300,000.00 "
848," 300,000.00 "
849," 300,000.00 "
850," 300,000.00 "
851," 300,000.00 "
852," 250,000.00 "
853," 250,000.00 "
854," 250,000.00 "
855," 250,000.00 "
856," 500,000.00 "
857," 500,000.00 "
858," 500,000.00 "
859," 500,000.00 "
860," 19,500,000.00 "
861," 19,500,000.00 "
862," 10,800,000.00 "
863," 24,219,000.00 "
864," 75,425,962.00 "
865," 100,255,750.00 "
866," 5,692,500.00 "
867," 38,812,500.00 "
868," 9,955,000.00 "
869," 7,590,000.00 "
870," 24,090,000.00 "
871," 23,292,500.00 "
872," 75,500,000.00 "
873," 12,600,000.00 "
874," 240,200.00 "
875," 206,900.00 "
876," 1,200,000.00 "
877," 384,000.00 "
878," 7,850,000.00 "
879," 12,600,000.00 "
880," 2,903,800.00 "
881," 615,900.00 "
882," 3,726,000.00 "
883," 105,600.00 "
884," 2,225,300.00 "
885," 1,750,000.00 "
886," 3,545,455.00 "
887," 5,000,000.00 "
888," 4,250,000.00 "
889," 1,720,000.00 "
890," 915,000.00 "
891," 28,300,000.00 "
892," 43,270,000.00 "
893," 2,000,000.00 "
894," 8,200,000.00 "
895," 9,500,000.00 "
896," 8,200,000.00 "
897," 3,500,000.00 "
898," 3,830,000.00 "
899," 1,350,000.00 "
900," 24,524,500.00 "
901," 8,772,500.00 "
902," 1,051,000.00 "
903," 10,000,000.00 "
904," 2,500,000.00 "
905," 507,100.00 "
906," 2,420,100.00 "
907," 1,450,000.00 "
908," 362,300.00 "
909," 1,314,400.00 "
910," 420,000.00 "
911," 50,000.00 "
912," 3,400,000.00 "
913," 2,500,000.00 "
914," 5,545,455.00 "
915," 2,850,000.00 "
916," 18,370,000.00 "
917," 9,845,000.00 "
918," 16,940,000.00 "
919," 2,500,000.00 "
920," 2,484,000.00 "
921," 15,650,000.00 "
922," 44,090,909.00 "
923," 5,570,900.00 "
924," 150,107,273.00 "
925," 62,091,900.00 "
926," 75,200,000.00 "
927," 4,500,000.00 "
928," 874,600.00 "
929," 2,998,500.00 "
930," 10,625,000.00 "
931," 13,248,000.00 "
932," 10,000,000.00 "
933," 718,800.00 "
934," 3,640,000.00 "
935," 15,000,000.00 "
936," 1,890,700.00 "
937," 495,000.00 "
938," 1,650,000.00 "
939," 3,583,000.00 "
940," 6,955,200.00 "
941," 8,632,800.00 "
942," 5,500,000.00 "
943," 1,200,600.00 "
944," 7,987,700.00 "
945," 2,555,000.00 "
946," 983,200.00 "
947," 639,600.00 "
948," 1,350,000.00 "
949," 2,000,000.00 "
950," 252,000.00 "
951," 323,400.00 "
952," 446,600.00 "
953," 24,000,000.00 "
954," 341,600.00 "
955," 220,000.00 "
956," 1,074,400.00 "
957," 531,000.00 "
958," 2,500,000.00 "
959," 2,500,000.00 "
960," 2,409,965.00 "
961," 2,409,965.00 "
962," 83,000.00 "
963," 69,900.00 "
964," 84,000.00 "
965," 123,200.00 "
966," 175,000.00 "
967," 1,185,100.00 "
968," 672,800.00 "
969," 10,000,000.00 "
970," 3,800,000.00 "
971," 2,000,000.00 "
972," 8,000,000.00 "
973," 5,500,000.00 "
974," 1,750,000.00 "
975," 13,500,000.00 "
976," 14,901,900.00 "
977," 21,000,000.00 "
978," 5,800,000.00 "
979," 3,275,000.00 "
980," 54,000,000.00 "
981," 3,190,000.00 "
982," 3,827,400.00 "
983," 14,300,000.00 "
984," 14,300,000.00 "
985," 5,520,000.00 "
986," 3,537,800.00 "
987," 7,158,000.00 "
988," 11,062,000.00 "
989," 17,434,000.00 "
990," 900,500.00 "
991," 3,850,000.00 "
992," 444,000.00 "
993," 1,000,000.00 "
994," 4,600,000.00 "
995," 43,003,718.00 "
996," 5,900,000.00 "
997," 56,900.00 "
998," 364,000.00 "
999," 520,000.00 "
1000," 435,000.00 "
1001," 40,000.00 "
1002," 170,000.00 "
1003," 13,500.00 "
1004," 67,300.00 "
1005," 90,000.00 "
1006," 258,800.00 "
1007," 130,000.00 "
1008," 3,250,000.00 "
1009," 400,000.00 "
1010," 180,000.00 "
1011," 5,847,000.00 "
1012," 9,003,500.00 "
1013," 16,000.00 "
1014," 19,200.00 "
1015," 92,000.00 "
1016," 93,200.00 "
1017," 68,400.00 "
1018," 8,250.00 "
1019," 1,071,200.00 "
1020," 798,700.00 "
1021," 894,400.00 "
1022," 928,700.00 "
1023," 55,400.00 "
1024," 31,000.00 "
1025," 25,900.00 "
1026," 57,000.00 "
1027," 2,058,600.00 "
1028," 4,036,500.00 "
1029," 3,850,000.00 "
1030," 179,000.00 "
1031," 31,405,000.00 "
1032," 125,000.00 "
1033," 690,000.00 "
1034," 99,900.00 "
1035," 57,900.00 "
1036," 2,728,333.00 "
1037," 2,421,900.00 "
1038," 1,345,000.00 "
1039," 2,660,000.00 "
1040," 15,213,500.00 "
1041," 13,380,000.00 "
1042," 3,950,000.00 "
1043," 35,000,000.00 "
1044," 16,041,500.00 "
1045," 22,768,900.00 "
1046," 3,750,000.00 "
1047," 130,000,000.00 "
1048," 3,622,000.00 "
1049," 3,622,000.00 "
1050," 4,181,000.00 "
1051," 4,181,000.00 "
1052," 5,433,000.00 "
1053," 5,485,000.00 "
1054," 7,710,800.00 "
1055," 104,500,000.00 "
1056," 9,000,000.00 "
1057," 9,000,000.00 "
1058," 5,800,000.00 "
1059," 6,900,000.00 "
1060," 7,800,000.00 "
1061," 56,000,000.00 "
1062," 1,656,000.00 "
1063," 1,384,000.00 "
1064," 568,200.00 "
1065," 2,121,800.00 "
1066," 434,000.00 "
1067," 5,200,000.00 "
1068," 3,800,000.00 "
1069," 1,350,000.00 "
1070," 1,900,000.00 "
1071," 650,000.00 "
1072," 317,333.00 "
1073," 402,667.00 "
1074," 1,692,200.00 "
1075," 1,169,000.00 "
1076," 4,864,500.00 "
1077," 299,000.00 "
1078," 3,782,000.00 "
1079," 470,000.00 "
1080," 11,603,900.00 "
1081," 568,300.00 "
1082," 289,000.00 "
1083," 289,000.00 "
1084," 82,700.00 "
1085," 36,000.00 "
1086," 529,000.00 "
1087," 16,000.00 "
1088," 24,900.00 "
1089," 5,007,400.00 "
1090," 5,007,400.00 "
1091," 368,000.00 "
1092," 37,900.00 "
1093," 99,500.00 "
1094," 196,000.00 "
1095," 25,800.00 "
1096," 81,500.00 "
1097," 31,000.00 "
1098," 131,900.00 "
1099," 28,900.00 "
1100," 209,000.00 "
1101," 2,507,000.00 "
1102," 40,500.00 "
1103," 133,500.00 "
1104," 67,300.00 "
1105," 36,200.00 "
1106," 23,900.00 "
1107," 23,900.00 "
1108," 50,400.00 "
1109," 41,100.00 "
1110," 3,579,000.00 "
1111," 487,000.00 "
1112," 79,233.00 "
1113," 200,500.00 "
1114," 10,100.00 "
1115," 250,000.00 "
1116," 35,000,000.00 "
1117," 50,700.00 "
1118," 10,858,208.00 "
1119," 175,000.00 "
1120," 9,000.00 "
1121," 35,000.00 "
1122," 35,000.00 "
1123," 25,000.00 "
1124," 30,000.00 "
1125," 25,000.00 "
1126," 25,000.00 "
1127," 2,500.00 "
