44,0305,Bagian Administrasi Pembangunan,2.1.2.01.01.0006,Pengendalian Sistem Informasi Manajemen Sumber Daya Pemerintahan
45,0305,Bagian Administrasi Pembangunan,2.1.2.01.01.0007,Evaluasi Kinerja APBD Perangkat Daerah
46,0305,Bagian Administrasi Pembangunan,2.1.2.01.02.0025,Penyusunan Bahan RAPBD Dan Perubahan APBD
47,0305,Bagian Administrasi Pembangunan,2.2.2.02.01.0009,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
48,0305,Bagian Administrasi Pembangunan,2.2.2.02.02.0009,Pemeliharaan dan Pengadaan Sarana Perkantoran
49,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.01.01.0001,Pengembangan Keterampilan dan Kewirausahaan Pemuda
50,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.01.0002,Peningkatan Jiwa Kepemimpinan dan Kepeloporan Pemuda
51,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.01.0003,Pembentukan Pemuda Kader Anti Kenakalan Remaja
52,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0003,Operasional Sarana dan Prasarana Olahraga
53,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0004,Pembangunan dan Peningkatan Prasarana Olahraga
54,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0005,Pengembangan dan Peningkatan Kualitas SDM  Olahraga Rekreasi
55,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0006,Pengembangan dan Peningkatan Kualitas SDM  Olahraga Prestasi
56,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0007,Fasilitasi Kegiatan Pembinaan Olahraga Rekreasi
57,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0008,Fasilitasi Kegiatan Pembinaan Olahraga Prestasi
58,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0009,Penyediaan Sarana Olahraga
59,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0010,Perbaikan Prasarana Olahraga
60,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0011,Penyusunan Dokumen Perencanaan dan Pengawasan Penyediaan Sarana dan Prasarana Olahraga
61,0306,Dinas Kepemudaan dan Olah Raga,1.1.2.13.02.0012,Pengembangan dan Peningkatan Kualitas SDM Olahraga Anak
62,0306,Dinas Kepemudaan dan Olah Raga,1.2.2.02.04.0004,Pelatihan Seni Musik Modern di Rumah Kreatif
63,0306,Dinas Kepemudaan dan Olah Raga,2.2.2.02.01.0028,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
64,0306,Dinas Kepemudaan dan Olah Raga,2.2.2.02.02.0037,Pemeliharaan dan Pengadaan Sarana Perkantoran
65,0308,Bagian Umum Dan Protokol,2.1.2.01.02.0035,"Penyusunan Dokumen Perencanaan, Penganggaran, dan Evaluasi Perangkat Daerah"
66,0308,Bagian Umum Dan Protokol,2.1.2.03.06.0001,Penyediaan Pelayanan Kedinasan Kepala Daerah dan Wakil Kepala Daerah
67,0308,Bagian Umum Dan Protokol,2.2.2.02.01.0018,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
68,0308,Bagian Umum Dan Protokol,2.2.2.02.02.0024,Pemeliharaan dan Pengadaan Sarana dan Prasarana Perkantoran
69,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.01.0017,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
70,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0017,Evaluasi dan Penghapusan Aset/Barang Daerah
71,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0018,Pelayanan Unit Layanan Pengadaan
72,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0019,Pemeliharaan Kendaraan Dinas/Operasional
73,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0020,Pemeliharaan dan Pengadaan Sarana Perkantoran
74,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0021,Pengadaan Pakaian Dinas dan Kelengkapannya
75,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0022,Pengadaan Sarana Kedinasan
76,0309,Bagian Layanan Pengadaan dan Pengelolaan Aset,2.2.2.02.02.0023,Monitoring Pencatatan Barang Milik Daerah
77,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0001,Peliputan Kegiatan Pemerintah Kota Surabaya
78,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0003,Penyelenggaraan Event Kehumasan
79,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0011,Penyusunan Dokumentasi Profil Kota Surabaya
80,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0012,Penerbitan Majalah Gapura
81,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0013,Penyusunan Data dan Informasi Publikasi
82,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0014,Penyelenggaraan Forum Komunikasi Kehumasan
83,0310,Bagian Hubungan Masyarakat,1.1.2.10.02.0015,Evaluasi Kinerja Kehumasan
84,0310,Bagian Hubungan Masyarakat,2.2.2.02.01.0010,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
85,0310,Bagian Hubungan Masyarakat,2.2.2.02.02.0010,Pemeliharaan dan Pengadaan Sarana Perkantoran
86,0400,Sekretariat DPRD,2.1.2.03.05.0001,Fasilitasi Peningkatan Kapasitas Sekretariat Dewan Perwakilan Rakyat Daerah
87,0400,Sekretariat DPRD,2.1.2.03.05.0002,Publikasi Kegiatan DPRD
88,0400,Sekretariat DPRD,2.1.2.03.05.0003,Fasilitasi Reses DPRD
89,0400,Sekretariat DPRD,2.1.2.03.05.0004,Kunjungan Kerja dan Peningkatan Kapasitas Pimpinan dan Anggota DPRD
90,0400,Sekretariat DPRD,2.1.2.03.05.0005,Pembahasan Rancangan Peraturan Daerah
91,0400,Sekretariat DPRD,2.1.2.03.05.0006,Penyusunan Dokumen Kajian/Telaah terhadap Kebijakan Daerah
92,0400,Sekretariat DPRD,2.1.2.03.05.0007,Pengendalian Keamanan
93,0400,Sekretariat DPRD,2.1.2.03.05.0008,Penyelenggaraan Rapat-Rapat Alat Kelengkapan Dewan
94,0400,Sekretariat DPRD,2.1.2.03.05.0009,Penyelenggaraan Rapat-Rapat Paripurna
95,0400,Sekretariat DPRD,2.1.2.03.05.0010,Penerimaan Studi Banding
96,0400,Sekretariat DPRD,2.2.2.02.01.0072,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
97,0400,Sekretariat DPRD,2.2.2.02.02.0081,Pemeliharaan dan Pengadaan Sarana Perkantoran
98,0600,Badan Perencanaan Pembangunan,1.1.1.03.06.0002,Penyusunan Perencanaan Tata Ruang Kota dan Pertanahan
99,0600,Badan Perencanaan Pembangunan,1.1.1.03.06.0004,Penyusunan Perencanaan Induk Sektoral Transportasi dan Drainase
100,0600,Badan Perencanaan Pembangunan,1.1.2.14.01.0002,Pengelolaan Data dan Informasi Pembangunan Daerah
101,0600,Badan Perencanaan Pembangunan,2.1.2.01.01.0001,Monitoring dan Evaluasi Kinerja Pelaksanaan Pembangunan Daerah
102,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0008,"Komunikasi, Informasi dan Edukasi Perencanaan Pembangunan Daerah"
103,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0014,Penelitian dan Pengembangan Inovasi Pembangunan
104,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0016,Penyusunan Kajian Pendukung Perencanaan Infrastruktur Kota
105,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0017,Penyusunan Kajian Pendukung Perencanaan Kepariwisataan dan Pertanian
106,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0018,"Penyusunan Dokumen Perencanaan, Penganggaran, dan Evaluasi Perangkat Daerah"
107,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0019,Analisa Kinerja Indikator Ekonomi Daerah
108,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0020,Penyusunan Kajian Pendukung Perencanaan Kesejahteraan Rakyat
109,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0021,Penyusunan Kajian Pendukung Perencanaan Tata Kelola Pemerintahan
110,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0022,Penyusunan Perencanaan dan Penganggaran Pembangunan Daerah
111,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0024,Penyusunan Perencanaan Pendapatan Daerah
112,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0121,"Penyusunan Kajian Pendukung Perencanaan Keciptakaryaan, Permukiman dan Lingkungan Hidup"
113,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0122,Penyusunan Kajian Pendukung Perencanaan Perdagangan dan Ketenagakerjaan
114,0600,Badan Perencanaan Pembangunan,2.1.2.01.02.0123,Fasilitasi Pelaksanaan Kegiatan Forum Kota Sehat
115,0600,Badan Perencanaan Pembangunan,2.2.2.02.01.0008,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
116,0600,Badan Perencanaan Pembangunan,2.2.2.02.02.0008,Pemeliharaan dan Pengadaan Sarana Perkantoran
117,0700,Inspektorat,2.1.2.01.02.0054,"Penyusunan Dokumen Perencanaan, Penganggaran, dan Evaluasi Perangkat Daerah"
118,0700,Inspektorat,2.1.2.04.01.0002,Reviu Dokumen Pelaporan Kinerja Tingkat Kota
119,0700,Inspektorat,2.1.2.04.01.0003,Inventarisasi dan Monitoring Dokumen Tindak Lanjut Hasil Pengawasan
120,0700,Inspektorat,2.1.2.04.01.0008,Pengawasan dan Penanganan Pengaduan Pada Inspektorat Pembantu Wilayah I
121,0700,Inspektorat,2.1.2.04.01.0009,Pengawasan dan Penanganan Pengaduan Pada Inspektorat Pembantu Wilayah II
122,0700,Inspektorat,2.1.2.04.01.0010,Pengawasan Dan Penanganan Pengaduan Pada Inspektorat Pembantu Wilayah III
123,0700,Inspektorat,2.1.2.04.01.0011,Pengawasan dan Penanganan Pengaduan Pada Inspektur Pembantu Wilayah IV
124,0700,Inspektorat,2.1.2.04.01.0013,Reviu Penganggaran dan Pelaporan Kinerja pada Inspektur Pembantu Wilayah II
125,0700,Inspektorat,2.1.2.04.01.0014,Reviu Penganggaran dan Pelaporan Kinerja pada Inspektur Pembantu Wilayah I
126,0700,Inspektorat,2.1.2.04.01.0015,Reviu Penganggaran dan Pelaporan Kinerja pada Inspektur Pembantu Wilayah III
127,0700,Inspektorat,2.1.2.04.01.0016,Reviu Penganggaran dan Pelaporan Kinerja pada Inspektur Pembantu Wilayah IV
128,0700,Inspektorat,2.1.2.04.01.0017,Peningkatan Kapabilitas Aparat Pengawasan Intern Pemerintah (APIP)
129,0700,Inspektorat,2.1.2.04.01.0018,Reviu Dokumen Perencanaan Tingkat Kota
130,0700,Inspektorat,2.2.2.02.01.0037,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
131,0700,Inspektorat,2.2.2.02.02.0046,Pemeliharaan dan Pengadaan Sarana Perkantoran
132,0800,Badan Kepegawaian dan Diklat,2.1.2.04.01.0001,Pengelolaan Disiplin Pegawai
133,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0002,Pelaksanaan Assesment Centre
134,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0003,Penataan Administrasi Kepegawaian
135,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0004,Pendidikan dan Pelatihan Kompetensi Fungsional dan Sosial Kultural
136,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0005,Pendidikan dan Pelatihan Kompetensi Manajerial
137,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0007,Pendidikan dan Pelatihan Kompetensi Teknis
138,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0008,"Penempatan Pegawai, Promosi dan Rotasi Jabatan"
139,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0009,Pengelolaan Data Pegawai
140,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0010,Pengembangan Wawasan Aparatur
141,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0011,Penilaian Kinerja Pegawai
142,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0012,Penyiapan Materi Diklat Pembelajaran (e-learning)
143,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0013,Seleksi Penerimaan Calon PNS
144,0800,Badan Kepegawaian dan Diklat,2.2.2.01.01.0014,Pelayanan Administrasi Kepegawaian
145,0800,Badan Kepegawaian dan Diklat,2.2.2.02.01.0002,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
146,0800,Badan Kepegawaian dan Diklat,2.2.2.02.02.0002,Pemeliharaan dan Pengadaan Sarana Perkantoran
147,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0001,Evaluasi Pendapatan dan Belanja Daerah
148,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0002,Koordinasi Perimbangan Keuangan Daerah
149,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0003,Pelayanan Pencairan Dana secara Elektronik dan Penatausahaan Surat Keterangan Pemberhentian Pembayaran
150,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0004,Pengelolaan dan Penatausahaan Penerimaan serta Pengeluaran Daerah
151,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0005,"Penyusunan APBD, Perubahan APBD, RAPBD dan Anggaran Kas"
152,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0007,Penyusunan Laporan Pertanggungjawaban Pelaksanaan APBD
153,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0008,Penyusunan Perencanaan Pengelolaan Keuangan dan Pajak Daerah
154,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.01.0011,Pengembangan Sistem Penganggaran
155,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0001,"Intensifikasi dan Ekstensifikasi Pajak Hiburan, Reklame dan Air Tanah"
156,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0002,"Intensifikasi dan Ekstensifikasi Pajak Hotel, Restoran, PPJ dan Parkir"
157,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0003,Intensifikasi dan Ekstensifikasi PBB dan BPHTB
158,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0004,"Penagihan, Pelayanan Pengurangan, Angsuran, Restitusi, Kompensasi, Keberatan dan Penghapusan Piutang Pajak Hotel, Restoran, PPJ dan Parkir"
159,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0005,"Penagihan, Pelayanan Pengurangan, Angsuran, Restitusi, Kompensasi, Keberatan dan Penghapusan Piutang Pajak Reklame, Pajak Hiburan dan Air Tanah"
160,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.1.2.02.02.0006,"Penagihan, Pelayanan Pengurangan, Angsuran, Restitusi, Kompensasi, Keberatan dan Penghapusan Piutang PBB dan BPHTB"
161,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.2.2.02.01.0029,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
162,0900,Badan Pengelolaan Keuangan dan Pajak Daerah,2.2.2.02.02.0038,Pemeliharaan dan Pengadaan Sarana Perkantoran
163,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0032,"Penertiban, Pengawasan, Pengendalian Dan Evaluasi Pamong Praja Bidang I"
164,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0033,"Penertiban, Pengawasan, Pengendalian Dan Evaluasi Pamong Praja Bidang II"
165,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0034,"Penertiban, Pengawasan, Pengendalian Dan Evaluasi Pamong Praja Bidang III"
166,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0035,Penindakan Hasil Evaluasi Pelanggaran Perda
167,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0036,Peningkatan Kapasitas Aparat Dalam Rangka Pelaksanaan Siskamswakarsa
168,1100,Satuan Polisi Pamong Praja,1.1.1.05.01.0037,Penyiapan Tenaga Penanggulangan Keamanan Kota
169,1100,Satuan Polisi Pamong Praja,2.2.2.02.01.0071,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
170,1100,Satuan Polisi Pamong Praja,2.2.2.02.02.0080,Pemeliharaan dan Pengadaan Sarana Perkantoran
171,1201,Kec. Genteng,1.1.1.05.01.0007,Pengawasan Pengendalian dan Evaluasi Kegiatan Polisi Pamong Praja
172,1201,Kec. Genteng,1.1.1.06.01.0024,"Pengumpulan, Verifikasi, dan Validasi Data Kesejahteraan Rakyat"
173,1201,Kec. Genteng,1.1.2.02.02.0011,Penguatan Kelembagaan dan Pengarusutamaan Gender dan Anak
174,1201,Kec. Genteng,1.1.2.05.02.0021,Peningkatan Peran Serta Masyarakat dalam Pengelolaan Persampahan
175,1201,Kec. Genteng,1.1.2.06.01.0016,Peningkatan Pelayanan Publik dalam Bidang Kependudukan
176,1201,Kec. Genteng,1.1.2.16.03.0014,Sosialisasi Wawasan Kebangsaan
177,1201,Kec. Genteng,1.2.2.06.04.0017,"Pengumpulan, Verifikasi, dan Validasi  Data Perekonomian"
178,1201,Kec. Genteng,2.1.2.01.02.0067,Penyelenggaraan Musrenbang RKPD Tingkat Kecamatan
179,1201,Kec. Genteng,2.1.2.01.02.0134,"Pengumpulan, Verifikasi, dan Validasi  Data Sarana Prasarana Wilayah"
180,1201,Kec. Genteng,2.1.2.03.03.0167,"Operasional pengelolaan Administrasi LPMK,RW,RT"
181,1201,Kec. Genteng,2.2.2.02.01.0044,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
182,1201,Kec. Genteng,2.2.2.02.02.0053,Pemeliharaan dan Pengadaan Sarana Perkantoran
183,1202,Kec. Simokerto,1.1.1.05.01.0022,Pengawasan Pengendalian dan Evaluasi Kegiatan Polisi Pamong Praja
184,1202,Kec. Simokerto,1.1.1.06.01.0054,"Pengumpulan, Verifikasi, dan Validasi Data Kesejahteraan Rakyat"
185,1202,Kec. Simokerto,1.1.2.02.02.0026,Penguatan Kelembagaan dan Pengarusutamaan Gender dan Anak
186,1202,Kec. Simokerto,1.1.2.05.02.0036,Peningkatan Peran Serta Masyarakat dalam Pengelolaan Persampahan
187,1202,Kec. Simokerto,1.1.2.06.01.0031,Peningkatan Pelayanan Publik dalam Bidang Kependudukan
188,1202,Kec. Simokerto,1.1.2.16.03.0029,Sosialisasi Wawasan Kebangsaan
189,1202,Kec. Simokerto,1.2.2.06.04.0032,"Pengumpulan, Verifikasi, dan Validasi  Data Perekonomian"
190,1202,Kec. Simokerto,2.1.2.01.02.0097,Penyelenggaraan Musrenbang RKPD Tingkat Kecamatan
191,1202,Kec. Simokerto,2.1.2.01.02.0149,"Pengumpulan, Verifikasi, dan Validasi  Data Sarana Prasarana Wilayah"
192,1202,Kec. Simokerto,2.1.2.03.03.0182,"Operasional pengelolaan Administrasi LPMK,RW,RT"
193,1202,Kec. Simokerto,2.2.2.02.01.0059,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
194,1202,Kec. Simokerto,2.2.2.02.02.0068,Pemeliharaan dan Pengadaan Sarana Perkantoran
195,1203,Kec. Tegalsari,1.1.1.05.01.0027,Pengawasan Pengendalian dan Evaluasi Kegiatan Polisi Pamong Praja
196,1203,Kec. Tegalsari,1.1.1.06.01.0064,"Pengumpulan, Verifikasi, dan Validasi Data Kesejahteraan Rakyat"
197,1203,Kec. Tegalsari,1.1.2.02.02.0031,Penguatan Kelembagaan dan Pengarusutamaan Gender dan Anak
198,1203,Kec. Tegalsari,1.1.2.05.02.0041,Peningkatan Peran Serta Masyarakat dalam Pengelolaan Persampahan
199,1203,Kec. Tegalsari,1.1.2.06.01.0036,Peningkatan Pelayanan Publik dalam Bidang Kependudukan
200,1203,Kec. Tegalsari,1.1.2.16.03.0034,Sosialisasi Wawasan Kebangsaan
201,1203,Kec. Tegalsari,1.2.2.06.04.0037,"Pengumpulan, Verifikasi, dan Validasi  Data Perekonomian"
202,1203,Kec. Tegalsari,2.1.2.01.02.0107,Penyelenggaraan Musrenbang RKPD Tingkat Kecamatan
203,1203,Kec. Tegalsari,2.1.2.01.02.0153,"Pengumpulan, Verifikasi, dan Validasi  Data Sarana Prasarana Wilayah"
204,1203,Kec. Tegalsari,2.1.2.03.03.0187,"Operasional pengelolaan Administrasi LPMK,RW,RT"
205,1203,Kec. Tegalsari,2.2.2.02.01.0064,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
206,1203,Kec. Tegalsari,2.2.2.02.02.0073,Pemeliharaan dan Pengadaan Sarana Perkantoran
207,1204,Kec. Bubutan,1.1.1.05.01.0003,Pengawasan Pengendalian dan Evaluasi Kegiatan Polisi Pamong Praja
208,1204,Kec. Bubutan,1.1.1.06.01.0016,"Pengumpulan, Verifikasi, dan Validasi Data Kesejahteraan Rakyat"
209,1204,Kec. Bubutan,1.1.2.02.02.0007,Penguatan Kelembagaan dan Pengarusutamaan Gender dan Anak
210,1204,Kec. Bubutan,1.1.2.05.02.0017,Peningkatan Peran Serta Masyarakat dalam Pengelolaan Persampahan
211,1204,Kec. Bubutan,1.1.2.06.01.0012,Peningkatan Pelayanan Publik dalam Bidang Kependudukan
212,1204,Kec. Bubutan,1.1.2.16.03.0010,Sosialisasi Wawasan Kebangsaan
213,1204,Kec. Bubutan,1.2.2.06.04.0013,"Pengumpulan, Verifikasi, dan Validasi  Data Perekonomian"
214,1204,Kec. Bubutan,2.1.2.01.02.0059,Penyelenggaraan Musrenbang RKPD Tingkat Kecamatan
215,1204,Kec. Bubutan,2.1.2.01.02.0130,"Pengumpulan, Verifikasi, dan Validasi  Data Sarana Prasarana Wilayah"
216,1204,Kec. Bubutan,2.1.2.03.03.0163,"Operasional pengelolaan Administrasi LPMK,RW,RT"
217,1204,Kec. Bubutan,2.2.2.02.01.0040,Penyediaan Barang dan Jasa Perkantoran Perangkat Daerah
218,1204,Kec. Bubutan,2.2.2.02.02.0049,Pemeliharaan dan Pengadaan Sarana Perkantoran
